,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,pose
row_118,849.9717642369069,1000.280460670906,872.9948453456068,699.5784444935392,566.2684875569186,1080.1897981373459,1242.200064401866,1405.3789524537501,1076.8904308238605,1006.2430123980986,903.8744381826493,1070.1868995647442,1148.464191866686,1327.9653609940283,1579.952530932496,845.6689659671804,887.1166777825789,551.9123737134424,973.907593152451,1618.4715011392693,1640.668461329101,1579.952530932496,1043.7566766253522,1043.7566766253522,1070.1868995647442,4
row_119,719.6283763165541,839.3741716302688,752.5749132146248,613.2283424630665,394.3665807342199,927.5780290627846,1113.4091790532357,1269.7653326500924,967.5231263385904,919.4802879888182,900.8623646262507,1114.6358149637936,1016.4000196772922,1251.4000159821,1486.4000134553282,555.6192857136945,743.887760350982,551.9123737134424,809.9660486711773,1544.64138232795,1544.64138232795,1511.312012788888,1078.9068541815832,1078.9068541815832,1135.4140214036463,4
row_120,183.08741081789321,204.48227307030797,186.17196351760379,158.61904047118682,126.65701717630967,223.6604569431083,267.52943763257156,298.328677803526,244.59149617270018,228.95414388038492,216.91011963483862,270.74896121684384,254.65663156493687,216.91011963483862,270.74896121684384,555.6192857136945,183.08741081789321,551.9123737134424,199.60210419732553,261.01340961720723,270.8800472533922,280.7774919754075,270.8800472533922,263.21094202179364,280.7774919754075,4
row_121,286.55540476494247,320.9189928938454,281.51376520518494,218.38727069131113,177.61193653580833,361.6365578865057,387.64029718283933,743.1745750300039,363.0716182793692,340.3086834037592,298.67038688159226,363.40748478808194,389.4932605321946,463.24939287601876,537.5360453030104,285.40847920130193,298.30353668704635,551.9123737134424,326.11960995929087,550.8284669477423,557.5733135651311,537.5360453030104,356.4337245547901,350.202798389733,376.7333274346723,4
row_122,1078.328335897745,990.050503762308,1077.3917579042454,1300.8385756887747,1460.0510265055807,914.3462145161427,768.3384670833551,630.9643413062263,1198.5407794480755,1262.7149321996633,1496.3211553673898,1699.1424307573511,1136.8064918885711,1132.609818075051,1203.3374422829202,1070.719384339333,552.7307144343027,1031.1803915901428,569.461772433292,1237.1095343582151,1211.9570949501472,1188.0930098270926,1812.1294103898872,1779.7159885779529,1667.656139616318,4
row_123,230.93072554339753,270.79512551004314,249.09837414162303,175.32826355154492,115.43396380615195,293.7771264070775,363.3689584981084,422.8297529739363,338.18633916821653,329.5238989815458,267.8002987302292,355.5418400132395,353.83612025908263,448.94988584473435,558.0259850580437,555.6192857136945,228.7575135378071,551.9123737134424,254.18300493935467,574.1236800550905,583.990582115842,568.1725090146477,348.4322028745334,348.4322028745334,369.0596157804319,4
row_124,265.1490147068248,294.92371895118913,271.7370052090808,232.43278598338918,181.43042743707574,333.8562564937192,384.7960498757751,435.03563072465687,342.3813663153998,318.9890280244761,278.3684608571883,333.0540496676178,356.66510903086663,428.2534296418419,507.74009099144416,264.0378760708395,276.8483339303309,551.9123737134424,303.5061778613411,515.3212590219814,522.4729658078014,518.7957208767243,317.90721916936707,311.8268750444708,346.4000577367157,4
row_125,359.2881851661699,337.78395462188547,301.09466949781756,237.7414562082095,194.74342094150447,374.2098341839776,435.91054128112114,494.17102302745354,403.72515403427616,373.56927068483566,372.4848990227658,382.3414704161713,424.20042432793485,504.57506874596965,553.5205506573355,346.5616828213991,359.2881851661699,321.1744074486633,569.461772433292,594.8613283783036,594.8613283783036,549.8590728541269,395.9040287746514,395.9040287746514,382.3414704161713,4
row_126,455.44922878406544,407.7903873315309,333.7813655673426,251.81143738917024,189.02380802428036,491.4244601156927,573.1116819608549,657.0007610345668,523.3813141486808,491.86685190201626,508.38174632848495,546.4329785069712,573.6453608284478,687.2786916528113,777.8637412812092,430.0848753443906,552.7307144343027,390.24735745421776,569.461772433292,845.7617867934209,836.356981198818,772.3470722414891,568.9332122490301,565.0530948503866,541.4988457974772,4
row_127,1409.789345966269,1350.0803679781438,1251.1706518297174,1047.8215496925036,884.56825626969,1437.6515572279675,1616.5302347930274,1743.9002265037986,1431.7688360905192,1391.9716232739804,1360.138595879111,1327.2245476934188,1511.7357573332715,1721.6343978905627,1857.1550823773441,1356.3480379312678,552.7307144343027,1311.9039598995041,569.461772433292,1970.2284131541703,1951.592170511042,1838.2287670472356,1379.6608278848828,1354.6855723746378,1352.9138923080063,4
row_128,1076.5286805282988,1293.2385704115077,1195.0104602052654,1023.7719472616936,916.930204541218,1397.424058759545,1604.4703175814752,1794.2864877159388,1584.5999495140723,1531.2138975335877,1454.7539310825043,1745.4778715297425,1675.5014174867176,1984.9901762981096,2329.352914437827,1076.5286805282988,1112.2000719295067,551.9123737134424,1184.6223026771022,2392.9699120548926,2392.9699120548926,2360.527483423991,1792.1275066244589,1748.5725606905764,1802.1126490871761,4
row_129,656.3573721685466,649.7260961359025,672.3243264972642,816.6663945577778,905.6561157525521,598.3519031473035,706.5689153840887,743.1745750300039,791.9911615668448,820.5394566990669,960.712756238825,1133.8258243663354,765.6069487667938,786.0235365432768,859.0983645660141,626.6234914204861,552.7307144343027,617.9619729400831,569.461772433292,855.4028290811294,855.4028290811294,859.0983645660141,1211.3830938229244,1196.1408779905485,1119.2769987809095,4
row_130,383.86065179958206,366.0505429582095,316.84065395715874,235.59286916203556,188.2153022471871,404.63440288734716,496.82290607418656,576.4026370515666,469.9978723356096,440.5961870012041,447.0212522912082,471.2589521696113,491.03360373807413,600.0833275470999,684.4852080213275,370.19589408852175,381.4773912042495,330.3392195910138,569.461772433292,740.8029427587339,732.6752350120754,692.275234281857,502.4519877560442,489.0940604832571,468.1591609698565,4
row_131,409.6840245848012,388.64122272347794,346.18203304042225,508.36916282144443,485.74080053884484,446.07734755308974,706.5689153840887,743.1745750300039,470.8046303935423,447.5991510268982,684.5744162168027,790.4804128162561,494.2226219023164,832.4125457451918,923.4141987108429,409.6840245848012,406.5464303127012,364.45301480437774,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_132,211.26523613694707,207.46565980903924,183.8096841844847,154.45711378890906,111.83022847155415,231.62469643800938,285.616876252087,300.8421513019743,254.57415422622933,242.71176320895532,242.88680491125902,331.8327892177022,273.76632371422164,340.03676271838606,388.7428455933305,202.09156340629363,218.92921230388603,185.72291188757515,569.461772433292,417.3871104861768,412.3166259078089,394.8670662387533,338.11980125393427,330.3891644712338,338.42281246984516,1
row_133,666.7600767892451,576.366966010931,655.2098900352466,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,773.1558704426941,726.2403183519901,737.8082406696201,783.5974731965385,797.4371448584521,893.9944071413422,970.6090871200413,662.7095894884878,688.8200055166807,639.9320276404362,569.461772433292,1001.23523709466,1001.23523709466,957.5160573066125,776.4251412724861,776.4251412724861,802.7309636484692,1
row_134,307.6572768520192,350.21850322334484,324.3038698504845,253.29824318380102,194.6175737183053,373.8769851167627,400.8391198473522,372.97721110008854,464.2251608863957,452.62014979450487,449.5786916658751,548.3183381941552,481.6326400899341,567.387874385768,634.6432068493289,301.4962686336267,313.9554108468271,294.8219801846531,321.10434441159464,665.2435644183264,653.2878385520429,630.353075664742,571.1996148458085,557.2297551279903,563.5601121442148,1
row_135,427.6493891028023,463.2116147075762,401.69889220658797,266.8107943843352,185.0,542.0857865688788,640.3124237432849,606.7561289348464,663.4606243026032,629.8825287305563,655.1717332119877,852.789540273566,701.0456475865177,882.4703961040279,1033.418598632713,403.39558748206457,432.3424568556736,374.0655022853618,471.51776212567006,1116.4121102890276,1098.9540481748998,1041.0038424520824,891.3478557779786,891.3478557779786,855.0941468633731,1
row_136,639.153346232342,653.333758503263,593.2436261773067,538.1458909998291,497.0321921163658,716.2017872080465,786.6110856071125,791.8080575493028,693.9920748827035,675.7632721597113,616.578462160332,664.8623917774264,730.0109588218522,844.8490989519963,891.8307014226411,636.8398542804933,656.5097105146275,618.6000323310693,679.3599929345265,939.6089612173779,933.7547857976418,874.2202239710541,654.1444794538894,645.707364058983,673.5948337094043,1
row_137,639.153346232342,653.333758503263,593.2436261773067,538.1458909998291,497.0321921163658,716.2017872080465,786.6110856071125,791.8080575493028,693.9920748827035,675.7632721597113,616.578462160332,664.8623917774264,730.0109588218522,844.8490989519963,891.8307014226411,636.8398542804933,656.5097105146275,618.6000323310693,679.3599929345265,939.6089612173779,933.7547857976418,874.2202239710541,654.1444794538894,645.707364058983,673.5948337094043,1
row_138,332.2318467576521,355.37304343464206,329.6209944769902,291.56474409640134,245.97967395701622,382.00130889828114,430.4474416232486,416.39044177310313,434.60901969471365,420.5199162941037,390.114085877452,468.38979493579916,448.9008799278522,514.8436655917989,576.423455456143,315.40767270312244,325.0384592629002,305.9444394003591,334.82234095113785,610.2392973252378,601.1256108335429,578.1695253124294,484.0630124271013,472.521957161781,483.74063298424704,1
row_139,324.1681662347492,336.80409736225005,300.5278689239985,252.00198411917316,193.31321734428818,373.84087523972016,430.71220089521495,469.3591375482105,392.48566852816424,371.6019375622253,320.8488740824876,371.7324306540929,424.69400749245335,502.4937810560445,586.9241859047896,309.09060160412514,334.07334524023315,295.71100757327247,334.07334524023315,619.371455590262,614.3305299266837,580.6728855388376,378.8429753869009,374.60646016853474,380.0052631214468,1
row_140,807.6546291577855,858.2225818515847,766.1076947792653,650.2015072267981,508.520402737196,952.0934828051287,1113.1801291794604,1115.0376675251828,1020.2205643879171,968.8395119936016,958.8878975146156,1100.1658965810566,1072.9310322662868,1317.5257113240714,1418.2277673208912,766.2825849515308,833.2400614468797,741.6913104519966,873.2909022771278,1504.971096067961,1504.971096067961,1435.9728409687978,1095.4715879474008,1095.4715879474008,1123.5501768946503,1
row_141,451.0798155537443,486.19851912567566,433.3774336533918,350.9943019480516,254.07282420597446,566.3532466579493,667.0727096801368,697.2072862499358,604.7586295374379,576.6012486979195,507.5923561284193,636.6136976220351,634.448579476698,765.4972240315441,847.8567095918979,425.6195484232368,464.95161038542494,412.56393443925754,490.1683384307885,914.7485993430107,903.8744381826493,859.1420138719791,647.6357000660171,632.1835176592316,659.2419889539804,1
row_142,576.7997919555797,622.4291124296806,533.3460415152624,412.31056256176606,277.0433179125604,716.4586519820945,893.2838294741487,874.7571091451615,808.2289279653382,757.6186375743406,786.8195472914994,976.7174617052774,863.6556026565219,1095.2880899562454,1187.0016849187705,545.0146787014089,594.9193222614307,527.7442562453901,627.2870156475423,1273.3110381992296,1273.3110381992296,1187.6834595126768,974.3310525688894,974.3310525688894,986.0431025061735,1
row_143,267.7778930382417,283.8097954616789,254.6369965264278,223.98660674245681,196.88067452139634,313.9554108468271,358.5219658542556,353.7258825701054,345.1144737619679,329.66043135323355,302.5359482772254,362.6844358392017,361.99585632987566,426.01056324931665,482.4147593098702,257.62375666851847,267.7778930382417,247.54191564258366,278.9283062007153,520.2470566951821,513.5533078464201,488.6522280722764,372.2593182178251,362.8456972323084,375.8257574994029,1
row_144,638.7182477430874,653.9113089708726,605.647587298092,542.6693284128006,461.9491313986855,701.9287713151527,779.3773155538978,762.1423751504701,711.8209044415596,689.2154960533027,642.7480066091221,717.9310551856634,733.8698794745565,844.2013977718824,896.2700485902673,608.567169669873,634.0544140686981,613.4248120185554,658.7116212729209,933.1371817691116,925.5765770588623,883.613037477379,720.5345238085404,693.833553527069,728.135289626866,1
row_145,347.85772953895963,357.33737559902687,316.8359196808342,272.9468812791236,239.0815760362977,397.404076476324,442.52570546805526,446.3630809105968,402.5046583581363,378.4032240877448,341.5391632009424,408.0441152620633,426.3543127493845,500.8922039720722,548.4013129087128,332.24388632448904,359.6804137008297,319.6623218335248,361.51486829728043,587.6401960383581,587.6401960383581,553.8637016450889,406.11574704756276,399.30189080443887,415.35647340567596,1
row_146,338.7048862948393,367.1511950137164,331.18574848564964,264.6431559666715,211.4734025829253,403.38691104199205,480.02604096027954,489.2381833013445,452.54833995939043,423.8914955504533,472.4118965479172,554.4907573621043,472.02648230793153,589.7270555095806,660.1219584288951,338.7048862948393,351.0128202786901,325.5103684984551,368.8278731332544,690.5135769845514,699.6177527764715,670.7883421765766,562.5122220894405,557.838686360134,554.4907573621043,1
row_147,338.7048862948393,367.1511950137164,331.18574848564964,264.6431559666715,211.4734025829253,403.38691104199205,480.02604096027954,489.2381833013445,452.54833995939043,423.8914955504533,472.4118965479172,554.4907573621043,472.02648230793153,589.7270555095806,660.1219584288951,338.7048862948393,351.0128202786901,325.5103684984551,368.8278731332544,690.5135769845514,699.6177527764715,670.7883421765766,562.5122220894405,557.838686360134,554.4907573621043,1
row_148,355.12392203285884,360.9764535257113,330.8186814555671,288.4337012209218,265.34694269955327,404.9802464318476,706.5689153840887,743.1745750300039,403.20962290104137,375.2132726863483,336.5427164566186,388.90872965260115,416.9088629424901,486.46685395821163,521.4153814378706,338.3725757209056,369.173400992,338.3725757209056,384.08853146117235,554.6350151225579,551.5432893255071,521.4153814378706,377.46523018683456,377.46523018683456,393.88957843537827,1
row_149,552.2513988988476,312.86578592105593,341.84353145847297,415.26858778385827,409.24564750281706,275.4941015702514,202.25231766286387,136.69308687713507,404.36122464944634,427.1767783950808,509.35645671769,613.2772619297083,383.20751558391964,349.13607662342775,451.9579626469701,555.6192857136945,552.7307144343027,306.95439400666675,264.7961480082367,457.2657870429407,469.16308465180845,464.9913977698942,652.7059062089143,652.7059062089143,621.3050780413757,1
row_150,516.4958857532168,545.7700981182461,462.3905275846381,404.0853870161602,292.72683512107324,651.0376333208396,772.5522636042173,788.1884292477275,679.6712440584786,618.8093405888441,535.3363428724039,729.9863012413315,730.6798204412107,906.7177068966945,1028.1449314177453,493.7053777304841,538.3121770868647,474.8526087113769,562.611766673965,1118.2347696257705,1118.2347696257705,1022.1937194093887,721.8379319487166,721.8379319487166,737.9925473878445,1
row_151,552.2513988988476,415.88580163309257,445.31449560956355,493.6000405186369,512.8206314102428,387.7653929891114,342.527371169079,307.02605752606735,462.70508966295154,475.9327683612466,547.0063985000542,614.8015940122472,437.6037019953099,410.90266487332497,457.4505437749528,555.6192857136945,552.7307144343027,419.02863863941326,374.9266594948937,483.6992867474584,465.7145048202815,457.4505437749528,634.5746606980143,627.6639228122006,602.8897079897782,1
row_152,723.7706819152044,783.3677297412754,680.3308018897866,451.5263004521442,312.80025575437116,917.4584459254817,1098.8198214448082,1026.9513133542407,1122.5083518620252,1066.0590977989916,1108.1141637936048,1443.0994421729918,1187.2897708647204,1493.4122002983638,1749.2321172445925,682.0153957206538,732.6834241335066,632.2475780894696,773.7312194812873,1889.4223985123072,1859.27539649187,1762.3280057923382,1508.2854504370187,1508.2854504370187,1447.1295726368112,1
row_153,438.72770598629853,473.6000422297278,436.89815746922073,382.32054613896963,324.05246488801777,526.2176355843654,610.1966896009843,573.2826527987743,583.0008576323023,563.3409269705157,529.9481106674501,637.3648876428634,604.2929753025431,705.0957381802842,796.0433405286424,417.75710646259506,445.0280890011326,425.8368232081392,466.64976159856764,828.5517485347551,828.5517485347551,785.6443215603356,650.1645945451044,635.0007874010867,652.0812832768627,1
row_154,552.2513988988476,913.6328584283733,1014.2174323092657,1207.4042405093664,1254.035485941287,806.8339358257064,617.741046070277,472.2933410498183,1082.3123393919152,1022.9511229770462,901.4000221877077,1123.4006409113358,1129.566288448801,1365.8114804027678,1563.72280152206,555.6192857136945,552.7307144343027,912.5552038096106,799.9781247009196,1640.4685306338552,1624.2539826024747,1551.9539297285858,1125.275521816768,1100.8891860673352,1164.3204026383803,1
row_155,366.3986899539899,396.8941924493227,350.9643856575764,296.8113879216901,265.23951440160647,442.52570546805526,528.546119085175,497.3952150956018,480.23431780746364,454.9329620944167,469.5540437478949,579.4911561016268,526.2109843019243,612.9151654185105,694.1649659843113,363.8529922922168,380.5916446797013,348.1221050148927,396.36599248674196,746.7703797018197,758.7285417064525,693.1233656427981,581.5573918367817,569.6209265818804,598.6092214458445,1
row_156,356.9257625893654,392.77092560422545,334.5638952427473,251.90871362459853,189.4333655932872,441.74426991190273,539.2708039566021,498.40244782705474,517.0348150753487,492.0203247834382,502.8289967772344,636.2153723386444,544.3013871009333,698.6393919612607,806.5754769393873,337.4403651017465,351.48399679075004,330.2983499807409,377.89548819746443,879.4657469168427,868.3691611290673,817.9419294791043,656.4792456734638,656.4792456734638,654.8053145783103,1
row_157,288.2013185257833,315.9272068056184,291.247317584214,252.2320360303187,221.0814329607984,352.17751205890477,399.60605601016607,388.6450823051798,375.2998800959041,348.82660448996717,331.602171283603,395.18097120180266,385.4672489330319,472.5843839993023,555.8147173294352,285.72714256787015,298.390683500675,274.7216773390844,313.3560275469422,587.7014548220891,581.4894668005604,545.9029217727269,384.92207003496173,390.8772185738125,409.53876495394184,1
row_158,623.6024374551466,680.6173668075184,613.2772619297083,555.8003238574083,455.642403645666,734.3602658096365,839.6243207530378,806.005583107214,820.5394566990669,791.9911615668448,745.505197835669,908.2477635535361,849.8311597017374,1007.4006154455138,1119.2769987809095,610.7642753141346,629.3210627334827,604.8611410894239,648.0933574725173,1182.76836278284,1166.303991247565,1122.6611242935244,929.187279293039,914.8469817406625,938.1684283752038,1
row_159,267.7778930382417,283.8097954616789,254.6369965264278,223.98660674245681,196.88067452139634,313.9554108468271,358.5219658542556,353.7258825701054,345.1144737619679,329.66043135323355,302.5359482772254,362.6844358392017,361.99585632987566,426.01056324931665,482.4147593098702,257.62375666851847,267.7778930382417,247.54191564258366,278.9283062007153,520.2470566951821,513.5533078464201,488.6522280722764,372.2593182178251,362.8456972323084,375.8257574994029,1
row_160,347.85772953895963,357.33737559902687,316.8359196808342,272.9468812791236,239.0815760362977,397.404076476324,442.52570546805526,446.3630809105968,402.5046583581363,378.4032240877448,341.5391632009424,408.0441152620633,426.3543127493845,500.8922039720722,548.4013129087128,332.24388632448904,359.6804137008297,319.6623218335248,361.51486829728043,587.6401960383581,587.6401960383581,553.8637016450889,406.11574704756276,399.30189080443887,415.35647340567596,1
row_161,405.6710490039929,421.37987612129746,394.3919370372574,344.55333404278645,313.5474445757771,448.153991391352,503.16001430956334,486.35172457800536,483.66207211233757,460.3400916713642,442.8001806684365,512.4451190127583,507.1587522659941,581.7508057579294,630.1214168713836,391.54182407502776,405.6710490039929,377.5619154522871,419.03937762458554,667.7619336260491,660.2491953800474,637.1130198010397,505.4305095658552,505.4305095658552,512.4451190127583,1
row_162,405.6710490039929,421.37987612129746,394.3919370372574,344.55333404278645,313.5474445757771,448.153991391352,503.16001430956334,486.35172457800536,483.66207211233757,460.3400916713642,442.8001806684365,512.4451190127583,507.1587522659941,581.7508057579294,630.1214168713836,391.54182407502776,405.6710490039929,377.5619154522871,419.03937762458554,667.7619336260491,660.2491953800474,637.1130198010397,505.4305095658552,505.4305095658552,512.4451190127583,1
row_163,474.97789422245745,486.70730423941654,435.4595273960601,331.48906467634794,263.4331034627197,556.8195398870266,666.2281891364249,659.1820689308835,594.1380311005179,566.5518511133822,499.23641694091185,645.108518002979,638.1386996570573,774.4753062557902,858.4287972802404,450.9944567286831,470.1021165661776,431.9675913769458,493.0162269134759,896.7463409459779,896.7463409459779,858.4287972802404,644.8945650259428,644.8945650259428,645.108518002979,1
row_164,246.0,257.38881094561975,227.8442450447235,182.20043907740728,136.1653406708183,295.98986469134377,350.3855019831728,348.2125787503949,314.33898899118446,290.64239195272256,263.2508309578528,347.3110997362451,338.60005906674024,411.5968901728972,469.82549952083275,233.57439928211312,254.19677417308034,225.5593048402127,265.5484889808262,498.20578077738116,498.20578077738116,461.8322206169682,347.2463102755737,347.2463102755737,351.7328531712669,1
row_165,389.6793553679743,404.04207701673846,373.4300469967568,361.23261203828207,336.2038072360276,434.2361108889955,437.0926675202868,431.7788785941248,445.7555383839891,418.2080821791946,398.81073205218536,447.77003026107053,473.2958905378326,530.5289813007391,573.7909026814559,373.7124563083227,389.6793553679743,373.7124563083227,405.7302059250704,606.8047461910627,606.8047461910627,573.7909026814559,453.0397333567995,435.0126434944161,454.78016667396565,1
row_166,316.3194587754601,349.81280708401744,308.58548248418947,195.28952864913163,136.01470508735443,393.6000508130048,451.0543204537564,434.24647379109484,479.4538559653056,448.7538300672207,430.2150624978163,566.3965042265003,504.7742069480175,635.0031495984882,757.4971947142775,299.1253917673991,323.10988842807024,287.2646863086377,335.2148564726808,821.7177130864345,811.7585848021565,767.1746867565431,574.5885484414043,574.5885484414043,581.1686502212589,1
row_167,288.2013185257833,315.9272068056184,291.247317584214,252.2320360303187,221.0814329607984,352.17751205890477,399.60605601016607,388.6450823051798,375.2998800959041,348.82660448996717,331.602171283603,395.18097120180266,385.4672489330319,472.5843839993023,555.8147173294352,285.72714256787015,298.390683500675,274.7216773390844,313.3560275469422,587.7014548220891,581.4894668005604,545.9029217727269,384.92207003496173,390.8772185738125,409.53876495394184,1
row_168,583.3558090908156,606.5789313848611,527.4438358725979,389.80123139877327,304.92130132216084,658.4170410917385,775.1264412984503,756.9015788066504,761.111030008106,725.2840822739736,759.0210800761729,955.8059426473556,816.0012254892758,1004.4899203078147,1108.839032502013,556.2490449430003,595.2377676189575,508.02460570330646,569.461772433292,1194.2298773686748,1177.514755746186,1114.0017953306897,989.2446613452104,967.4776483206214,960.2525709416248,1
row_169,281.3414295833445,297.80866340655706,257.18670261115756,219.1118435867856,184.70787747142785,327.3912033027155,389.8640788787805,389.58952757999026,354.63361374804845,330.31046002208285,338.64730915806786,413.05810729242444,380.4431626406236,471.8325974326064,515.737336247823,268.5609800399157,291.04295215655026,260.0480724789169,303.7103883636515,522.3351414561345,530.5186141880415,514.9650473575853,412.46696837443847,412.46696837443847,413.05810729242444,1
row_170,1201.6205723937985,1323.0801185113469,1197.3725401895601,1098.3806261947632,925.5765770588623,1425.0856114633955,1629.2884950186078,1513.0,1593.4355964393415,1542.9536610021703,1454.7539310825043,1787.0548396733661,1647.8036897640447,1887.975105768082,2154.4618817700166,1174.4360348695027,1174.4360348695027,1167.7482605424852,1272.8362031306306,2245.3222485870488,2210.7141380106114,2163.417897679503,1792.1275066244589,1792.1275066244589,1844.4036976757557,1
row_171,299.82661656364,318.8683113763423,287.89234098878006,234.18368858654523,189.70766985021982,362.5424113121112,433.17086697976356,427.5792324236527,396.79717740931574,371.23173355735634,337.25064862799,423.6708628168805,424.4997055358225,504.79005536955657,583.211796862855,286.40006983239374,308.55145437997857,274.8981629622141,320.1562118716424,623.3393939099309,616.7430583314255,581.3260702910201,428.5615475051396,428.5615475051396,437.8549988295212,1
row_172,1099.529444808096,1209.3126146700033,1115.2475061617488,930.740028149644,841.5254006861587,1308.7497851002688,1558.5794814509782,1747.4009270914332,1540.5687261527803,1491.0657262508585,1402.849243504091,1788.7026024468125,1619.7965921682883,1951.9223857520565,2182.6316684223198,1038.678487309716,1074.6720429973043,1029.0238092483576,1171.4064196511815,2341.519592059823,2306.618520692141,2191.178906433703,1893.241928544791,1849.8186397590441,1799.547720956574,1
row_173,544.6145425895272,568.8338949113353,506.4632267006164,405.84849389889325,314.8745782053546,658.729838401146,775.4069899091702,795.4633869638501,684.9795617388887,634.1372091274884,635.3243266238119,796.2474489755053,749.0060079865848,908.8740286750414,1069.640126397659,541.3658651965416,566.202260680757,500.569675469859,587.8205508486412,1126.361398486294,1142.5349009986521,1065.6157844176296,806.781878824754,806.781878824754,821.5168896620446,1
row_174,445.8261993198695,516.9487402054482,505.4305095658552,460.92515661439006,417.1953978653168,558.8309225517143,641.775661738586,717.8439941937245,659.939391156491,661.9365528508,653.1592455136803,771.3475221973556,685.6238035541065,824.1965784932621,988.0005060727449,555.6192857136945,439.3278957680698,551.9123737134424,459.8271414346917,1014.4003154573642,1014.4003154573642,997.6697850491414,781.5529412650176,781.5529412650176,794.547040772288,4
row_175,800.9076101523821,739.8513364183375,650.3229966716539,508.3827298404225,406.6607923072988,831.2929688142442,1011.9703552970315,1106.9670275125632,900.6952869866701,838.084721254361,886.1388153105585,949.2992152108839,951.7856901634948,1160.1525761726343,1361.4951340346392,765.247672325764,765.247672325764,705.5388012008979,569.461772433292,1463.4206503941373,1449.1445752581071,1352.3461095444466,990.7249870675514,990.7249870675514,949.2992152108839,4
row_176,576.9523377195035,566.4803615307419,495.2746712683781,433.6000461254588,427.56286087545067,631.4657552076756,738.4747795287257,847.2307831990054,723.4175834191481,682.215508472213,758.5782754600873,854.0286880427378,767.9179643685906,922.067242667258,1052.3212437274085,548.9717661228126,569.8929724079777,495.9445533524892,569.461772433292,1109.7287956973992,1093.7847137348374,1038.8339617089923,895.6840960963859,895.6840960963859,854.0286880427378,4
row_177,451.92034696393125,424.23106911210544,394.44264475332784,326.8837713928301,248.07257002740147,468.328944226171,706.5689153840887,743.1745750300039,531.3266415304242,518.8333065638712,664.513355772478,739.1955086443639,556.8518654004852,526.3705918837031,551.8496171965693,448.4696199298231,552.7307144343027,402.20019890596774,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,772.0680021863359,772.0680021863359,747.6850941405746,4
row_178,143.33875958721003,173.62603491412224,155.63097378092831,108.60018416190647,73.00684899377592,194.20092687729377,246.03251817595168,743.1745750300039,218.01376103356412,207.18349355100662,186.53149868051776,245.9044529893674,238.53301658261063,308.475282640279,376.22466692124266,555.6192857136945,148.85227576359054,551.9123737134424,163.59095329510126,393.0852324878156,389.2351474366106,381.70145401871343,248.85337048149458,243.02263269086689,254.40322325002094,4
row_179,627.6941930590086,602.7835432391963,555.9073663840047,464.7676839023987,391.9311163967464,649.3442846441324,741.2617621326491,835.0580818122774,685.9774048757,645.174395028197,659.3648458933794,658.1344847369722,727.2310499421762,850.0317641123771,950.8001893142429,624.3620744407847,624.3620744407847,579.3962374748389,569.461772433292,1007.6333658628023,999.3883129194578,938.7656789636059,670.8353002041559,670.8353002041559,646.0,4
row_180,459.66618322430463,576.366966010931,449.44410108488466,366.60741945574426,301.56922919953223,622.220758846714,706.5689153840887,743.1745750300039,576.9384715894755,539.4979147318365,467.17234507192313,542.7752757817917,614.3687817589692,710.2175722973911,843.6646253103185,555.6192857136945,479.7019908234695,551.9123737134424,522.3150390329575,855.6272552928641,873.203870811393,861.4853452032715,529.0538724931516,519.2427178112371,551.9492730314988,4
row_181,363.35244598048325,355.29283696691664,336.31532822635364,295.296461204668,259.9249891795708,374.4863148367374,400.2811511925087,437.69624170193646,385.8108344772085,377.4784762075846,368.70177650778953,356.2611401766968,403.5554484826094,455.9517518334588,482.2001659062344,352.9560879202964,552.7307144343027,343.5374797602148,569.461772433292,503.03578401541176,503.03578401541176,473.44059817468127,369.0121949204389,369.0121949204389,356.2611401766968,4
row_182,552.2513988988476,576.366966010931,541.3725861545839,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,680.9367463858883,655.5139542352499,684.5744162168027,790.4804128162561,712.9463237845083,832.4125457451918,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_183,355.12392203285884,397.763748976701,431.57038823348387,508.36916282144443,485.74080053884484,367.26693289758606,280.34443101299513,208.16579930430456,465.213929284152,439.4234859449367,396.61820432249453,790.4804128162561,491.04785917464295,595.0840276801251,923.4141987108429,555.6192857136945,351.8096076004747,551.9123737134424,370.34173407813495,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_184,552.2513988988476,636.8775392491087,613.5902541598913,508.36916282144443,485.74080053884484,636.8775392491087,613.7825347792165,588.0076530114213,692.7005124871787,652.4185772952821,577.499783549743,680.5365530226867,713.4101204776955,820.4315937358824,948.0084387810058,555.6192857136945,639.0618123468183,551.9123737134424,663.532968284169,986.2682190966107,986.2682190966107,968.8694442493271,652.0375756043512,652.0375756043512,692.867231148941,4
